id,time
0,1.5734790839547772
1,9.58107853733545
2,0.40660612208162245
3,2.7061747431078214
4,3.4148618679792238
5,8.632944960763316
6,2.285453593776272
7,0.15885106133230706
8,14.48184167045044
9,0.25359289139312957
10,5.476848765955852
11,14.46797550585114
12,1.2000445145631178
13,29.93324672744823
14,0.46156843840469
15,0.010224585015690289
16,0.43814874816919575
17,8.018725736388678
18,3.5693150288505215
19,1.4084300245732635
20,0.0
21,0.9406769009610217
22,0.8733313381923921
23,1.1738231460717479
24,1.552851781000644
25,3.9809956833179156
26,1.8188720267545235
27,4.440601036516802
28,2.4468253246800713
29,2.7235702628075695
30,19.07148037051027
31,2.8488270483790474
32,0.7534226260872926
33,7.403147346379224
34,6.902584036319064
35,1.2462331022920898
36,3.005245600157968
37,2.4879941233144054
38,1.0618726446548477
39,2.572677700579508
40,4.285699968428842
41,8.280874060284857
42,1.5162993390757782
43,4.628723148289049
44,0.7122288370873772
45,0.8733344048111786
46,2.2527334134587083
47,1.4377171540772684
48,7.842753250129147
49,0.7908114302227393
50,0.7273230174058921
51,19.032644004414003
52,0.0
53,7.0728834139430905
54,18.328948788501382
55,0.11682193659653466
56,1.3827577702080351
57,0.9230335785732622
58,0.7317854434867108
59,1.0513213273839497
60,2.17282027851932
61,5.760488024894244
62,0.4127018964957978
63,9.263073106248989
64,3.9464168469981176
65,13.529361835661327
66,1.6880182079273052
67,0.22341911441166928
68,8.22175118781261
69,1.2302573220360007
70,0.37973654423113357
71,0.543664617269466
72,9.868859575905452
73,0.0
74,6.775278502238503
75,5.4563300395610135
76,1.1323261485649199
77,3.946175955350797
78,3.806543928137185
79,1.7421132218422974
80,8.09485861241237
81,5.664513551898467
82,6.541733157470262
83,0.9354429290499157
84,1.148289174229196
85,4.155523454556707
86,6.148001804528404
87,0.349745607463222
88,6.354761112215005
89,1.0183255534069982
90,3.2709706345183824
91,1.1334181007979067
92,1.67338079971958
93,16.11272246606026
94,7.4505438043927095
95,3.9695163860039564
96,49.235699446692344
97,0.0
98,0.5251026198408907
99,0.13748827568339986
